"hafasId";"rmvId";"dhId";"hstName";"nameFahrPlan";"xIplWert";"yIplWert";"xWgs84";"yWgs84";"lno";"istBahnhof";"gueltigAb";"gueltigBis";"verbund1IstGleichRmv";"land";"rp";"landKreis";"gemeindeName";"ortsTeilName";"agsLand";"agsRp";"agsLk";"agsG";"agsOt"
"3000001";"1";"de:06412:1";"Hauptwache";"Frankfurt(M)Hauptwache";"3477111";"5553128";"8,67895093905754";"50,1139233066171";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000002";"2";"de:06412:2";"Römer/Paulskirche";"Frankfurt (Main) Römer/Paulskirche";"3477328";"5552794";"8,68200458959544";"50,1109289337859";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Frankfurt-Altstadt";"06";"4";"12";"000";"801"
"3000003";"3";"de:06412:3";"Dom/Römer";"Frankfurt (Main) Dom/Römer";"3477477";"5552785";"8,68408811025014";"50,1108536970268";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Frankfurt-Altstadt";"06";"4";"12";"000";"801"
"3000004";"4";"de:06412:4";"Willy-Brandt-Platz";"Frankfurt (Main) Willy-Brandt-Platz";"3476747";"5552581";"8,67389531398782";"50,1089915523587";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000007";"7";"de:06412:7";"Weser-/Münchener Straße";"Frankfurt (Main) Weser-/Münchener Straße";"3476488";"5552467";"8,67028172076798";"50,1079564723667";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bahnhofsviertel";"06";"4";"12";"000";"803"
"3000008";"8";"de:06412:8";"Hauptbahnhof/Münchener Straße";"Hauptbahnhof/Münchener Straße, Frankfurt a.M.";"3476197";"5552354";"8,66622090605807";"50,106928987605";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bahnhofsviertel";"06";"4";"12";"000";"803"
"3000009";"9";"de:06412:9";"Platz der Republik";"Frankfurt (Main) Platz der Republik";"3475852";"5552599";"8,66138278796028";"50,1091176304488";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000010";"10";"de:06412:10";"Hauptbahnhof";"Frankfurt (Main) Hbf";"3476023";"5552379";"8,66378705859587";"50,107146736638";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000011";"11";"de:06412:11";"Taunusanlage";"Frankfurt(M)Taunusanlage";"3476389";"5553091";"8,66885920005345";"50,1135623797759";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000013";"13";"de:06412:13";"Roßmarkt";"Frankfurt (Main) Roßmarkt";"3476901";"5552973";"8,67602438497061";"50,1125216982644";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000015";"15";"de:06412:15";"Heilbronner Straße";"Frankfurt (Main) Heilbronner Straße";"3475322";"5551781";"8,65402667764872";"50,1017419102543";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000016";"16";"de:06412:16";"Gutleut-/Heilbronner Straße";"Frankfurt (Main) Gutleut-/Heilbronner Straße";"3475337";"5551561";"8,65425054361373";"50,0997647057358";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000017";"17";"de:06412:17";"Hafenstraße";"Frankfurt (Main) Hafenstraße";"3475555";"5551935";"8,6572734780181";"50,1031360304488";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000018";"18";"de:06412:18";"Güterplatz";"Frankfurt (Main) Güterplatz";"3475447";"5552424";"8,65573245749132";"50,1075277422293";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000019";"19";"de:06412:19";"Speyerer Straße";"Frankfurt (Main) Speyerer Straße";"3475097";"5552207";"8,65085404841669";"50,1055623047115";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000025";"25";"de:06412:25";"Baseler Platz";"Frankfurt (Main) Baseler Platz";"3476093";"5552085";"8,66478397859152";"50,104506462669";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000028";"28";"de:06412:28";"Wasserweg";"Frankfurt (Main) Wasserweg";"3478240";"5552178";"8,69478929709956";"50,1054251473455";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3000029";"29";"de:06412:29";"Heister-/Siemensstraße";"Frankfurt (Main) Heister-/Siemensstraße";"3478283";"5552028";"8,6953988945289";"50,104078198883";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Sachsenhausen-Nord";"06";"4";"12";"000";"813"
"3000101";"101";"de:06412:101";"Galluswarte";"Frankfurt(M)Galluswarte";"3474657";"5552039";"8,64471480214472";"50,1040333423264";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000102";"102";"de:06412:102";"Schwalbacher Straße";"Frankfurt (Main) Schwalbacher Straße";"3474052";"5551850";"8,63627112494149";"50,1023080742748";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000103";"103";"de:06412:103";"Kriegkstraße";"Frankfurt (Main) Kriegkstraße";"3474310";"5551738";"8,63988478348877";"50,1013124029395";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000104";"104";"de:06412:104";"Galluspark";"Frankfurt (Main) Galluspark";"3474123";"5551625";"8,63727875513591";"50,1002883987795";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000105";"105";"de:06412:105";"Ordnungsamt";"Frankfurt (Main) Ordnungsamt";"3473863";"5551464";"8,6336558512254";"50,0988296017329";"TRAFFIQ";"0";"14.06.2009";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000106";"106";"de:06412:106";"Rebstöcker Straße";"Frankfurt (Main) Rebstöcker Straße";"3473511";"5551771";"8,62871493585014";"50,1015739631389";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000107";"107";"de:06412:107";"Wickerer Straße";"Frankfurt (Main) Wickerer Straße";"3473074";"5551706";"8,62261157709433";"50,1009699478414";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000108";"108";"de:06412:108";"Mönchhofstraße";"Frankfurt (Main) Mönchhofstraße";"3472713";"5551653";"8,61756973942215";"50,100476990889";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000109";"109";"de:06412:109";"Waldschulstraße";"Frankfurt (Main) Waldschulstraße";"3471774";"5551634";"8,60444708108153";"50,100262281394";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000110";"110";"de:06412:110";"Griesheim Bahnhof";"Frankfurt-Griesheim";"3471910";"5550974";"8,60639643133883";"50,0943352758875";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000111";"111";"de:06412:111";"Linnegraben";"Frankfurt (Main) Linnegraben";"3471213";"5551631";"8,5966064571054";"50,1002083768529";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000112";"112";"de:06412:112";"Jägerallee";"Frankfurt (Main) Jägerallee";"3470779";"5551628";"8,59054087126035";"50,1001602065307";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000114";"114";"de:06412:114";"Birminghamstraße";"Frankfurt (Main) Birminghamstraße";"3470022";"5551625";"8,57996089459298";"50,1000954998867";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000115";"115";"de:06412:115";"Luthmerstraße";"Frankfurt (Main) Luthmerstraße";"3469514";"5551523";"8,5728689894685";"50,0991526511732";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000116";"116";"de:06412:116";"Nied Kirche";"Frankfurt (Main) Nied Kirche";"3469106";"5551428";"8,5671743899189";"50,098277510978";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000117";"117";"de:06412:117";"Johanna-Kirchner-AHZ";"Frankfurt (Main) Johanna-Kirchner-AHZ";"3474822";"5551318";"8,6470686690993";"50,0975584875466";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000118";"118";"de:06412:118";"Bingelsweg";"Frankfurt (Main) Bingelsweg";"3471682";"5551728";"8,60315426663446";"50,1011029677074";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000119";"119";"de:06412:119";"Halmstraße";"Frankfurt (Main) Halmstraße";"3474466";"5551147";"8,64210469992197";"50,0960059732616";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000120";"120";"de:06412:120";"Erntestraße";"Frankfurt (Main) Erntestraße";"3474204";"5550962";"8,63845564170899";"50,0943314763158";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000121";"121";"de:06412:121";"Briefzentrum";"Frankfurt (Main) Briefzentrum";"3473954";"5550787";"8,6349738492607";"50,0927472924043";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gutleutviertel";"06";"4";"12";"000";"810"
"3000123";"123";"de:06412:123";"Alte Falterstraße";"Frankfurt (Main) Alte Falterstraße";"3471959";"5550621";"8,60710710672969";"50,0911640892524";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000124";"124";"de:06412:124";"Jungmannstraße";"Frankfurt (Main) Jungmannstraße";"3471843";"5550604";"8,60548738399281";"50,0910057696584";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000125";"125";"de:06412:125";"Staustufe Griesheim";"Frankfurt (Main) Staustufe Griesheim";"3471496";"5550639";"8,60063583908438";"50,0913038709381";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000126";"126";"de:06412:126";"Chemisches Werk";"Frankfurt (Main) Chemisches Werk";"3471026";"5550536";"8,59407589278619";"50,0903551506727";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000127";"127";"de:06412:127";"Lachegraben";"Frankfurt (Main) Lachegraben";"3469877";"5550759";"8,57800259117616";"50,0923027750219";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000128";"128";"de:06412:128";"Dürkheimer Straße";"Frankfurt (Main) Dürkheimer Straße";"3469381";"5551209";"8,57103532518217";"50,0963229344996";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000129";"129";"de:06412:129";"Leonardo-Da-Vinci-Allee";"Frankfurt (Main) Leonardo-da-Vinci-Allee";"3473458";"5553094";"8,62788216531647";"50,1134654857124";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3000130";"130";"de:06412:130";"Messeparkhaus";"Frankfurt (Main) Messeparkhaus";"3472994";"5552477";"8,62143889734296";"50,1078976725563";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000131";"131";"de:06412:131";"Römerhof";"Frankfurt (Main) Römerhof";"3472781";"5552454";"8,61846304940297";"50,1076811712504";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3000132";"132";"de:06412:132";"Schmidtstraße";"Frankfurt (Main) Schmidtstraße";"3472754";"5552017";"8,61811681019597";"50,1037512661503";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000133";"133";"de:06412:133";"Zum Rebstockbad";"Frankfurt (Main) Zum Rebstockbad";"3472825";"5553024";"8,61903753128025";"50,1128075312983";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Bockenheim";"06";"4";"12";"000";"812"
"3000136";"136";"de:06412:136";"Neufeld";"Frankfurt (Main) Neufeld";"3471363";"5552834";"8,5986127070915";"50,1110306755534";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000137";"137";"de:06412:137";"Neumarkt";"Frankfurt (Main) Neumarkt";"3470352";"5552429";"8,58451071036912";"50,1073400688322";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000138";"138";"de:06412:138";"Heusingerstraße";"Frankfurt (Main) Heusingerstraße";"3470056";"5552300";"8,5803831652665";"50,1061654964071";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000139";"139";"de:06412:139";"Nidda-Kampfbahn";"Frankfurt (Main) Nidda-Kampfbahn";"3469672";"5552124";"8,57502950101541";"50,1045637568738";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000140";"140";"de:06412:140";"Nied Bahnhof";"Frankfurt-Nied";"3469363";"5551898";"8,5707285035537";"50,1025161440056";"TRAFFIQ";"1";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000141";"141";"de:06412:141";"Nied Brücke";"Frankfurt (Main) Nied Brücke";"3468902";"5551649";"8,56430530875673";"50,1002536602499";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Nied";"06";"4";"12";"000";"837"
"3000142";"142";"de:06412:142";"Auf dem Schafberg";"Frankfurt (Main) Auf dem Schafberg";"3472316";"5550596";"8,61209761287413";"50,0909560846205";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000143";"143";"de:06412:143";"Erzbergerstraße";"Frankfurt (Main) Erzbergerstraße";"3472461";"5550943";"8,61409881373068";"50,0940823902243";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000144";"144";"de:06412:144";"Heinrich-Hardt-Straße";"Frankfurt (Main) Heinrich-Hardt-Straße";"3471642";"5551963";"8,60257774280124";"50,1032137254937";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000145";"145";"de:06412:145";"Lindenhag";"Frankfurt (Main) Lindenhag";"3471525";"5552324";"8,60091546142807";"50,1064535391993";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000146";"146";"de:06412:146";"Platanenstraße";"Frankfurt (Main) Platanenstraße";"3471907";"5551348";"8,6063270019228";"50,0976974260507";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000147";"147";"de:06412:147";"Griesheim Bahnhof/Eichenstraße";"Frankfurt (Main) Griesheim Bf/Eichenstraße";"3471968";"5551074";"8,60719963489222";"50,0952370253571";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000149";"149";"de:06412:149";"Schöffenstraße";"Frankfurt (Main) Schöffenstraße";"3472497";"5550626";"8,61462472569387";"50,0912341969431";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000150";"150";"de:06412:150";"Elektronstraße";"Frankfurt (Main) Elektronstraße";"3471364";"5551224";"8,59874742906327";"50,0965567185947";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000151";"151";"de:06412:151";"Am Mühlgewann";"Frankfurt (Main) Am Mühlgewann";"3472221";"5551222";"8,61072457702256";"50,0965794477017";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Griesheim";"06";"4";"12";"000";"819"
"3000152";"152";"de:06412:152";"Friedrich-Ebert-Siedlung";"Frankfurt (Main) Friedrich-Ebert-Siedlung";"3473205";"5551014";"8,62449108651007";"50,0947547241253";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000153";"153";"de:06412:153";"Kleyerstraße";"Frankfurt (Main) Kleyerstraße";"3473596";"5551274";"8,62993734209573";"50,0971096673726";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000154";"154";"de:06412:154";"Haus Gallus";"Frankfurt (Main) Haus Gallus";"3474569";"5552132";"8,64347856687762";"50,1048656590039";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000155";"155";"de:06412:155";"Hellerhofschule";"Frankfurt (Main) Hellerhofschule";"3474297";"5552261";"8,6396678743181";"50,1060136668637";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000156";"156";"de:06412:156";"Paul-Hindemith-Schule";"Frankfurt (Main) Paul-Hindemith-Schule";"3473958";"5552238";"8,63493080132841";"50,1057921180729";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000157";"157";"de:06412:157";"Schneidhainer Straße";"Frankfurt (Main) Schneidhainer Straße";"3473579";"5552186";"8,62963665382486";"50,1053078842531";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000158";"158";"de:06412:158";"Eppenhainer Straße";"Frankfurt (Main) Eppenhainer Straße";"3473319";"5552142";"8,6260054292548";"50,104900690612";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000159";"159";"de:06412:159";"Schloßborner Straße";"Frankfurt (Main) Schloßborner Straße";"3473061";"5552102";"8,62240194029243";"50,1045294346423";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Gallusviertel";"06";"4";"12";"000";"811"
"3000201";"201";"de:06412:201";"Alte Oper";"Frankfurt (Main) Alte Oper";"3476537";"5553298";"8,67091559030239";"50,1154292057818";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000204";"204";"de:06412:204";"Palmengartenstraße";"Frankfurt (Main) Palmengartenstraße";"3475564";"5553772";"8,65728164423525";"50,1196512390624";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000206";"206";"de:06412:206";"Westend";"Frankfurt (Main) Westend";"3475969";"5553601";"8,66295525060578";"50,1181304750261";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000208";"208";"de:06412:208";"Kettenhofweg";"Frankfurt (Main) Kettenhofweg";"3475631";"5553397";"8,65824241424633";"50,1162827061202";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000210";"210";"de:06412:210";"Festhalle/Messe";"Frankfurt (Main) Festhalle/Messe";"3475345";"5552982";"8,65427057530527";"50,1125399964877";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000211";"211";"de:06412:211";"Senckenbergmuseum";"Frankfurt (Main) Senckenbergmuseum";"3475236";"5553483";"8,6527142137125";"50,1170394995461";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000214";"214";"de:06412:214";"Mitscherlichplatz";"Frankfurt (Main) Mitscherlichplatz";"3476112";"5554200";"8,66491713998321";"50,1235213235659";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
"3000215";"215";"de:06412:215";"Botanischer Garten";"Frankfurt (Main) Botanischer Garten";"3475360";"5554498";"8,65438234920952";"50,1261696083231";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000216";"216";"de:06412:216";"Bettinaplatz";"Frankfurt (Main) Bettinaplatz";"3475527";"5553144";"8,6568045859673";"50,1140039283539";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Süd";"06";"4";"12";"000";"804"
"3000401";"401";"de:06412:401";"Eschenheimer Tor";"Frankfurt (Main) Eschenheimer Tor";"3477126";"5553525";"8,67913684459381";"50,1174929652642";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Innenstadt";"06";"4";"12";"000";"802"
"3000402";"402";"de:06412:402";"Grüneburgweg";"Frankfurt (Main) Grüneburgweg";"3476874";"5553988";"8,67558538385477";"50,1216456194473";"TRAFFIQ";"0";"01.01.1995";"";"1";"Hessen";"Darmstadt";"Stadt Frankfurt a.M";"Frankfurt a.M.";"Westend-Nord";"06";"4";"12";"000";"805"
